model_family,synthetic_method,synthetic_method_display_name,framework,model,experiment,native_modality,native_hz,channels,activity_label,precision,recall,f1,support,correct_true_activity_windows,total_true_activity_windows,true_activity_window_accuracy
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_to_synthetic,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",3,0.07692307692307693,0.002398081534772182,0.004651162790697674,417,1,417,0.002398081534772182
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_to_synthetic,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",4,0.0,0.0,0.0,677,0,677,0.0
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_to_synthetic,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",5,0.0,0.0,0.0,1437,0,1437,0.0
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_to_synthetic,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",6,0.27684433069989983,1.0,0.43363834422657954,2488,2488,2488,1.0
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_to_synthetic,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",7,0.0,0.0,0.0,862,0,862,0.0
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_to_synthetic,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",8,0.0,0.0,0.0,1632,0,1632,0.0
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",1,0.9821428571428571,0.244173140954495,0.39111111111111113,901,220,901,0.244173140954495
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",2,0.6029023746701847,0.7196850393700788,0.656137832017229,635,457,635,0.7196850393700788
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",3,0.21471861471861473,0.5585585585585585,0.31019387116948094,444,248,444,0.5585585585585585
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",4,0.34580384226491406,0.9813486370157819,0.5114018691588785,697,684,697,0.9813486370157819
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",5,0.411663807890223,0.7043286867204696,0.5196211096075778,1363,960,1363,0.7043286867204696
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",6,0.6307961504811899,0.45821417222751826,0.5308301122768267,3147,1442,3147,0.45821417222751826
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",7,0.8024439918533605,0.34929078014184395,0.48672019765287217,1128,394,1128,0.34929078014184395
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",8,0.8367103694874851,0.40160183066361554,0.542713567839196,1748,702,1748,0.40160183066361554
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_plus_synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",1,0.5240715268225584,0.8457269700332963,0.6471337579617834,901,762,901,0.8457269700332963
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_plus_synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",2,0.5555555555555556,0.7086614173228346,0.6228373702422145,635,450,635,0.7086614173228346
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_plus_synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",3,0.16685082872928178,0.3400900900900901,0.22386953298739806,444,151,444,0.3400900900900901
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_plus_synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",4,0.5346938775510204,0.563845050215208,0.5488826815642458,697,393,697,0.563845050215208
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_plus_synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",5,0.48128342245989303,0.5942773294203962,0.5318450426789232,1363,810,1363,0.5942773294203962
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_plus_synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",6,0.5246342191699015,0.5583095011121704,0.540948275862069,3147,1757,3147,0.5583095011121704
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_plus_synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",7,0.9196078431372549,0.4157801418439716,0.5726495726495726,1128,469,1128,0.4157801418439716
kovae,rollout_v1,KoVAE-Rollout,tsai,InceptionTimePlus,real_plus_synthetic_to_real,fused,64,"ACC_x,ACC_y,ACC_z,BVP,EDA,TEMP",8,0.28038897893030795,0.09897025171624714,0.1463002114164905,1748,173,1748,0.09897025171624714
